source,protocol,method,dataset,name,metric_name,metric_value,higher_is_better,bands,normalization,submission
pangaea,frozen_unet,frozen,burn_scars,CROMA,mIoU,82.42,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,mados,CROMA,mIoU,67.55,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,pastis,CROMA,mIoU,32.32,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,sen1floods11,CROMA,mIoU,90.89,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,xview2,CROMA,mIoU,39.78,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,fbp,CROMA,mIoU,51.83,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,dynamic_earthnet,CROMA,mIoU,38.29,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,cropmap,CROMA,mIoU,49.38,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,spacenet7,CROMA,mIoU,59.28,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,ai4smallfarms,CROMA,mIoU,25.65,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,biomassters,CROMA,RMSE,36.81,False,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,burn_scars,DOFA,mIoU,80.63,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,mados,DOFA,mIoU,59.58,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,pastis,DOFA,mIoU,30.02,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,sen1floods11,DOFA,mIoU,89.37,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,xview2,DOFA,mIoU,51.86,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,fbp,DOFA,mIoU,43.18,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,dynamic_earthnet,DOFA,mIoU,39.29,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,cropmap,DOFA,mIoU,51.33,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,spacenet7,DOFA,mIoU,61.84,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,ai4smallfarms,DOFA,mIoU,27.07,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,biomassters,DOFA,RMSE,42.81,False,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,burn_scars,GFM-Swin,mIoU,76.9,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,mados,GFM-Swin,mIoU,64.71,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,pastis,GFM-Swin,mIoU,21.24,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,sen1floods11,GFM-Swin,mIoU,72.6,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,xview2,GFM-Swin,mIoU,49.48,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,fbp,GFM-Swin,mIoU,67.18,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,dynamic_earthnet,GFM-Swin,mIoU,34.09,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,cropmap,GFM-Swin,mIoU,46.98,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,spacenet7,GFM-Swin,mIoU,60.89,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,ai4smallfarms,GFM-Swin,mIoU,27.19,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,biomassters,GFM-Swin,RMSE,46.83,False,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,burn_scars,Prithvi,mIoU,83.62,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,mados,Prithvi,mIoU,49.98,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,pastis,Prithvi,mIoU,33.93,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,sen1floods11,Prithvi,mIoU,90.37,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,xview2,Prithvi,mIoU,30.74,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,fbp,Prithvi,mIoU,46.81,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,dynamic_earthnet,Prithvi,mIoU,27.86,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,cropmap,Prithvi,mIoU,43.07,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,spacenet7,Prithvi,mIoU,56.54,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,ai4smallfarms,Prithvi,mIoU,26.86,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,biomassters,Prithvi,RMSE,39.99,False,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,burn_scars,RemoteCLIP,mIoU,76.59,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,mados,RemoteCLIP,mIoU,60.0,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,pastis,RemoteCLIP,mIoU,18.23,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,sen1floods11,RemoteCLIP,mIoU,74.26,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,xview2,RemoteCLIP,mIoU,48.85,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,fbp,RemoteCLIP,mIoU,69.19,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,dynamic_earthnet,RemoteCLIP,mIoU,31.78,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,cropmap,RemoteCLIP,mIoU,52.05,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,spacenet7,RemoteCLIP,mIoU,57.76,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,ai4smallfarms,RemoteCLIP,mIoU,25.12,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,biomassters,RemoteCLIP,RMSE,49.79,False,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,burn_scars,SatlasNet,mIoU,79.96,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,mados,SatlasNet,mIoU,55.86,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,pastis,SatlasNet,mIoU,17.51,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,sen1floods11,SatlasNet,mIoU,90.3,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,xview2,SatlasNet,mIoU,39.22,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,fbp,SatlasNet,mIoU,50.97,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,dynamic_earthnet,SatlasNet,mIoU,36.31,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,cropmap,SatlasNet,mIoU,46.97,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,spacenet7,SatlasNet,mIoU,61.88,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,ai4smallfarms,SatlasNet,mIoU,25.13,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,biomassters,SatlasNet,RMSE,41.67,False,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,burn_scars,Scale-MAE,mIoU,76.68,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,mados,Scale-MAE,mIoU,57.32,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,pastis,Scale-MAE,mIoU,24.55,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,sen1floods11,Scale-MAE,mIoU,74.13,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,xview2,Scale-MAE,mIoU,51.33,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,fbp,Scale-MAE,mIoU,67.19,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,dynamic_earthnet,Scale-MAE,mIoU,35.11,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,cropmap,Scale-MAE,mIoU,25.42,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,spacenet7,Scale-MAE,mIoU,62.96,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,ai4smallfarms,Scale-MAE,mIoU,21.47,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,biomassters,Scale-MAE,RMSE,47.15,False,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,burn_scars,SpectralGPT,mIoU,80.47,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,mados,SpectralGPT,mIoU,57.99,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,pastis,SpectralGPT,mIoU,35.44,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,sen1floods11,SpectralGPT,mIoU,89.07,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,xview2,SpectralGPT,mIoU,30.75,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,fbp,SpectralGPT,mIoU,33.42,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,dynamic_earthnet,SpectralGPT,mIoU,37.85,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,cropmap,SpectralGPT,mIoU,46.95,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,spacenet7,SpectralGPT,mIoU,58.86,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,ai4smallfarms,SpectralGPT,mIoU,26.75,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,biomassters,SpectralGPT,RMSE,36.11,False,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,burn_scars,S12-MoCo,mIoU,81.58,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,mados,S12-MoCo,mIoU,51.76,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,pastis,S12-MoCo,mIoU,34.49,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,sen1floods11,S12-MoCo,mIoU,89.26,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,xview2,S12-MoCo,mIoU,36.06,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,fbp,S12-MoCo,mIoU,53.02,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,dynamic_earthnet,S12-MoCo,mIoU,35.44,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,cropmap,S12-MoCo,mIoU,48.58,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,spacenet7,S12-MoCo,mIoU,57.64,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,ai4smallfarms,S12-MoCo,mIoU,25.38,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,biomassters,S12-MoCo,RMSE,40.21,False,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,burn_scars,S12-DINO,mIoU,81.72,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,mados,S12-DINO,mIoU,49.37,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,pastis,S12-DINO,mIoU,36.18,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,sen1floods11,S12-DINO,mIoU,88.61,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,xview2,S12-DINO,mIoU,33.68,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,fbp,S12-DINO,mIoU,51.15,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,dynamic_earthnet,S12-DINO,mIoU,34.81,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,cropmap,S12-DINO,mIoU,48.66,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,spacenet7,S12-DINO,mIoU,56.47,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,ai4smallfarms,S12-DINO,mIoU,25.62,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,biomassters,S12-DINO,RMSE,41.23,False,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,burn_scars,S12-MAE,mIoU,81.91,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,mados,S12-MAE,mIoU,49.9,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,pastis,S12-MAE,mIoU,32.03,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,sen1floods11,S12-MAE,mIoU,87.79,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,xview2,S12-MAE,mIoU,33.51,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,fbp,S12-MAE,mIoU,51.92,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,dynamic_earthnet,S12-MAE,mIoU,34.08,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,cropmap,S12-MAE,mIoU,45.8,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,spacenet7,S12-MAE,mIoU,57.13,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,ai4smallfarms,S12-MAE,mIoU,24.69,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,biomassters,S12-MAE,RMSE,41.07,False,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,burn_scars,S12-Data2Vec,mIoU,81.91,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,mados,S12-Data2Vec,mIoU,44.36,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,pastis,S12-Data2Vec,mIoU,34.32,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,sen1floods11,S12-Data2Vec,mIoU,88.15,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,xview2,S12-Data2Vec,mIoU,33.93,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,fbp,S12-Data2Vec,mIoU,48.82,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,dynamic_earthnet,S12-Data2Vec,mIoU,35.9,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,cropmap,S12-Data2Vec,mIoU,54.03,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,spacenet7,S12-Data2Vec,mIoU,58.23,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,ai4smallfarms,S12-Data2Vec,mIoU,24.23,True,default,pangaea_default,arxiv_2412.04204_table5
pangaea,frozen_unet,frozen,biomassters,S12-Data2Vec,RMSE,41.91,False,default,pangaea_default,arxiv_2412.04204_table5
